ORIG_ID	SENTENCE
951	Attualmente ciascunə cittadinə irlandese acquista in media 5000 euro di merce l'anno dalla Gran Bretagna.
952	Posso assicurare aə miə collegə irlandesi che la proposta del bollo tiene conto della direttiva sull'eurobollo, e che essa sarà molto probabilmente in linea con le misure già vigenti, come ha spiegato lə Commissariə Vitorino, in molti degli Stati membri dell'Unione europea.
953	Qui non si tratta di discriminare tuttə ə guidatorə e ə autotrasportatorə europeə a beneficio di quellə britannicə.
954	Come guidatorə britannicə, quando viaggio in Francia devo pagare i pedaggi autostradali francesi.
955	Quasi un milione di spagnolə, di tutte le fedi politiche, è insorto per protestare contro questo delitto deprecabile.
956	Si sapeva che questi negoziati sarebbero stati difficili, ma ə funzionariə della Commissione ritenevano che, alla fine, si sarebbe raggiunto un accordo, se non altro perché ə leader politicə di tutto il mondo avevano troppo da perdere se fossero tornatə a casa a mani vuote.
957	Il settore industriale statunitense e le compagnie petrolifere esercitano pressioni affinché ə loro politicə respingano il Protocollo di Kyoto, a prescindere dalla posizione dell'opinione pubblica.
958	Ogni cittadinə del mondo ha lo stesso diritto di produrre emissioni di CO2; non è giusto che ə americanə possano produrne 200 volte di più che ə africanə.
959	Sono estremamente delusə, come la stragrande maggioranza dell'Assemblea e ə oratorə che mi hanno precedutə, dal fatto che il Vertice sui cambiamenti climatici delle Nazioni Unite tenutosi all'Aia non si sia concluso positivamente.
960	Siamo sconfittə noi politicə, perché abbiamo lanciato un pessimo segnale a tante persone profondamente impegnate: non siamo riuscitə a raggiungere un accordo.
961	Direi piuttosto, signorə Commissariə, che nel prosieguo del dialogo con ə americanə occorre essere più concilianti sulla questione dello scambio dei diritti di emissione in generale, anziché preoccuparsi di qualcosa che pare molto difficilmente documentabile sul piano scientifico.
962	A tale riunione è naturalmente inviatə lə vostrə Presidente.
963	Ə federalistə possono imporre la propria volontà in termini di una maggiore integrazione e i governi di Svezia, Gran Bretagna e Danimarca possono integrare progressivamente i loro paesi quando le decisioni sono state prese e comunque sono nella pratica vincolanti.
964	Tuttavia, è anche un testo nel quale ə suə autorə, pur sapendo di rischiare una sconfitta politica e anticipata, rivelano una visione basata soprattutto sui poteri e sulle competenze dello stesso Parlamento europeo, reclamando sempre maggiori mezzi di intervento parlamentare, senza dedicare una sola parola al ruolo essenziale dei parlamenti nazionali.
965	Ad Amsterdam, ə presidenti e ə governanti sono statə bocciatə e ora si presentano a Nizza per ripetere gli esami.
966	Mi auguro che, all'inizio della Conferenza, qualcunə abbia il coraggio di farlo per primə, così da spingere ə altrə a fare una mossa.
967	Lə Presidente e lə Primə ministrə francesi sembrano più ossessionatə dal loro futuro politico che da quello dell'Europa.
968	Indubbiamente, per essere certə di superare la prova, ə studenti tra l'altro fanno un ripasso della materia.
969	Alcuni membri di un gruppo marxista-leninista hanno cercato di creare scompiglio durante la riunione e hanno minacciato lə presidente.
970	Talvolta è difficile avere in questa sede ə ospiti e i gruppi desiderati, mentre sembra che quantə hanno cattive intenzioni non abbiano alcuna difficoltà ad entrare.
971	Sembra che ə responsabili della protesta all'interno della commissione per gli affari esteri abbiano legami con un gruppo terrorista turco.
972	Le sarei gratə se ricapitolasse all'Assemblea i punti da me evidenziati.
973	Se non erro, ə due intrusə sono entratə nell'edificio grazie ad un permesso di entrata di unə nostrə collega.
974	A nome del mio gruppo dichiaro il nostro pieno appoggio alle affermazioni dellə presidente della commissione.
975	Sono totalmente contrariə al fatto che chicchessia minacci unə ministrə invitatə, turcə o altro.
976	Credo che questo Parlamento, oltre a dare solidarietà a unə dirigente, a un'importante figura politica italiana che è stata anche parlamentare in quest'Aula, debba condannare in maniera ferma siffatti episodi ed esprimerle la sua solidarietà.
977	Non accade spesso, signorə Ministrə, e ne siamo lietə.
978	Ə cittadinə si lamentano con impazienza del fatto che la macchina della burocrazia europea si muova con lentezza tanto esasperante.
979	E noi stessə, ə politicə europeə, non abbiamo sufficiente chiarezza sul processo negoziale.
980	Il primo concerne il ruolo del Parlamento europeo, già citato da diversə collegə.
981	Rivolgo inoltre un appello aə governanti affinché si assumano le proprie responsabilità e spezzino questa tendenza.
982	Se come europeə non riusciamo ad assumere un ruolo responsabile nella soluzione di questo conflitto, indipendentemente dagli Stati Uniti, non ci sarà certamente concessa fiducia come mediatorə nemmeno per quanto riguarda altri conflitti.
983	Sono stati promessi e dati milioni di dollari aə talebanə perché togliessero, sradicassero le coltivazioni di oppio: loro hanno intascato i soldi e hanno più che raddoppiato la produzione di droga.
984	Sono però certə che con la buona volontà e con l'aiuto dell'Unione europea si troverà una soluzione che permetta alle due comunità di vivere in armonia e di prosperare, così come hanno fatto per secoli.
985	Mi associo aə collegə che hanno ampiamente sostenuto il concetto di ampliamento.
986	In qualità di membro della delegazione maltese, ed essendo originariə di una delle isole più periferiche d'Europa, esprimo il mio sostegno alla candidatura di Malta.
987	Ə dirigenti delle varie unità e ə responsabili delle Istituzioni dell'Unione dovrebbero avere un certo margine di manovra nella gestione amministrativa.
988	Nessunə si assume chiaramente la responsabilità se c'è più di unə decisorə.
989	Ci siamo poi occupatə anche della questione delle minoranze, poiché l'importanza della loro integrazione, anche linguistica, è notevole nei rispettivi paesi.
990	Ə espertə, in quanto tali, sono deə tecnicə, ma lə politicə non può essere né unə loro esecutorə materiale né unə espertə a sua volta: deve sentire, consultare, riflettere e poi produrre di propria iniziativa, altrimenti è meglio che rinunci a fare politica e lasci la legislazione aə espertə.
991	I risultati richiesti daə cittadinə potranno essere ottenuti soltanto se la Commissione sarà in grado di agire rapidamente, con trasparenza e tenendo conto della funzione pubblica.
992	Queste circostanze hanno profondamente incrinato la fiducia delle organizzazioni e deə cittadinə interessatə.
993	È una di quelle rare sfide in cui ə responsabili politicə devono trovare il modo migliore per garantire la governabilità delle istituzioni e al contempo il modo migliore per offrire aə cittadinə una buona amministrazione.
994	Ə cittadinə hanno davvero tutto il diritto di attendersi che le navi siano sicure e che esse trasportino il carico in modo accettabile dal punto di vista ambientale e senza danneggiare la vita e l'economia di chi vive sui vicini litorali.
995	Tuttavia, tuttə noi dobbiamo essere consapevoli che queste proposte, nella sostanza indubbiamente rispondenti, come sottolinea la commissione per l'industria, il commercio esterno, la ricerca e l'energia, alle necessità individuate in materia giuridica nei campi che ne definiscono i rispettivi obiettivi, saranno efficaci soltanto se saranno correttamente attuate dagli Stati membri e supervisionate dalla Commissione.
996	In qualità di delegatə alle relazioni con la Lettonia, vorrei fare alcuni commenti in merito a tale Stato, in particolare anche a titolo esemplificativo.
997	Ciò significa, nel concreto, assumere altrə ispettorə, oltreché ampliare le competenze e i campi di controllo, soprattutto per quanto concerne il rispetto e la divulgazione delle norme sociali e in materia di condizioni di vita e di lavoro degli equipaggi.
998	È inoltre indispensabile investire neə ispettorə, perché è importante, quando sono pocə, che al timone ci siano persone esperte, se mi consentite l'espressione.
999	Dobbiamo infine essere realistə circa le nostre limitazioni quali legislatorə.
1000	Anzi tutto desidero ringraziare tuttə ə oratorə intervenutə.
1001	Nessunə in seno al Consiglio che lei presiede ci accusi di scarsa rapidità: esigiamo, infatti, dei livelli minimi e tuttə possono capirlo.
1002	A nome deə socialistə della commissione per l'industria, desidero formulare alcune brevi osservazioni.
1003	A mio parere, infatti, non avremo esaurito il tema della sicurezza marittima finché non avremo parlato deə marinaiə.
1004	Se l'autorə dell'emendamento è d'accordo con la proposta, potremmo darvi seguito.
1005	Si tratta di una cifra insufficiente rispetto al numero di ispettorə necessari per applicare nei porti le misure da noi proposte.
1006	Per i suddetti motivi ə europarlamentari del partito greco KKE votano contro la relazione.
1007	Inoltre, la formazione deə ispettorə di tali società varia da un paese all'altro.
1008	Ə sostenitorə dell'Europa liberale non fanno altro che aumentare la miseria di popoli già oppressi dalla povertà e impongono, in questa occasione, un progetto politico: dare ufficialità ad un polo di paesi ricchi che controllano un mercato europeo esteso.
1009	Ə eurodeputatə oggi si trovano di fronte a due tipi di riforma comunitaria.
1010	Certə notə dispensatorə di scorciatoie sono paragonabili ad arbitrə parziali in una competizione sportiva.
1011	Sono contrariə allo sviluppo di una politica di difesa comune e all'introduzione di un Consiglio "difesa".
1012	Ripeto: tutto ciò è ridicolo e, quando ə storicə scriveranno la storia dell'Europa nel XX secolo, credo che lo spazio dedicato alla PESC non sarà più ampio di quello per la SDN, e forse sarà meglio così.
1013	Infatti, se non fosse così, ə cittadinə dei quindici Stati membri che eleggono ə rappresentanti del Parlamento europeo non ne capirebbero le ragioni, poiché è in gioco il loro denaro.
1014	Se ciò non dovesse avvenire, ə cittadinə dei nostri paesi non ne capirebbero il perché.
1015	Mi sia consentito ribadire in questa sede il riconoscimento che tributiamo principalmente aə autorə delle relazioni, ma anche allə Commissariə Verheugen.
1016	Sono infatti riuscitə a svolgere un'analisi squisitamente realistica e pragmatica, senza peraltro perdere di vista gli obiettivi ideali che conferiscono al progetto europeo il suo significato più profondo.
1017	Naturalmente io non mi pronuncio sulle valutazioni politiche, ed eventualmente ə presidenti dei gruppi potrebbero esprimere la loro posizione attraverso risoluzioni.
1018	Qualcunə desidera intervenire contro tale richiesta?
1019	Affossare, come qualcunə propone, tutto questo lavoro e con esso la possibilità di lanciare un messaggio positivo aə cittadinə è naturalmente legittimo, ma si abbia almeno il coraggio di farlo in nome di un'esplicita motivazione politica e non trincerandosi dietro un ossequio formale ai Trattati.
1020	Siete responsabili della salute di migliaia di cittadinə, ma anche di milioni di morti di giovani che non sono statə informatə a sufficienza.
1021	È deplorevole che nonostante i numerosi tentativi da parte dellə relatorə, onorevole Maaten si debba constatare che nessunə può dirsi veramente soddisfatto degli sviluppi che caratterizzano la relazione in parola.
1022	Posso solo rivolgere un appello a tuttə ə collegə affinché accolgano le raccomandazioni della commissione giuridica.
1023	Signorə Commissariə, lei è lə custode dei Trattati, non qualcunə che possa decidere di testa propria di calpestare competenze altrui.
1024	Sono convintə che anche questa base giuridica non regga affatto, ed è pertanto giusto che i sindacati, le aziende, ə collegə puntino il dito sulle perdite occupazionali.
1025	Dalla sentenza risulta chiaramente che ə giudici hanno ritenuto che l'articolo 95 potesse essere utilizzato quale base giuridica per disciplinare il mercato interno.
1026	Come l'oratorə precedente ha considerato, è una pratica a cui siamo già avvezzə.
1027	In qualità di vicepresidente della commissione mista con la Repubblica ceca ne sono assolutamente certə per quel paese, ma credo che ciò valga anche per altri Stati candidati.
1028	Ma fortunatamente su questo non sono ə politicə a decidere.
1029	Ritengo giusto non coinvolgere adultə incapaci in sperimentazioni cliniche che potrebbero essere effettuate su adultə capaci.
1030	Infine, ə adultə incapaci debbono partecipare unicamente a test concernenti la malattia di cui sono affettə e che è all'origine della loro incapacità.
1031	Ə politicə di quella parte di Europa che dopo la seconda guerra mondiale ha goduto di un destino più felice, e ciò vale in particolare per l'Austria, dovrebbero dunque dimostrarsi avvedutə e moderatə nel criticare quei paesi.
1032	Solo lietə di potere a mia volta contribuire per due minuti a questa sorta di discussione-mosaico, il cui orario, e investo un minuto del mio tempo di parola in questa critica, sottolinea il nostro disprezzo per l'importanza della tematica.
1033	Chiunque, ivi inclusə ə cittadinə di paesi terzi, sia statə vittima di un reato nel territorio di un qualsiasi Stato membro dell'Unione europea deve ricevere un trattamento minimo simile.
1034	Come socialdemocraticə intendo evidenziare tre elementi.
1035	Il secondo è il caso di unə studente grecə, Mikis Mantakas, uccisə circa 25 anni fa a Roma a seguito di un attentato terroristico delle Brigate rosse.
1036	Talvolta, però, unə viaggiatorə necessita di un'assistenza diversa rispetto alla popolazione locale, o forse di più assistenza.
1037	Ciò può comportare, in alcuni casi, la necessità di mettere a loro disposizione unə interprete.
1038	Si tratta effettivamente di una buona idea in quanto consente allə cittadinə europeə che subisce un reato durante un viaggio nel territorio dell'Unione europea di percepire in modo tangibile il valore aggiunto a livello europeo.
1039	Concordo pienamente con le riflessioni dellə collega Joan Colom sulla revisione delle Prospettive finanziarie.
1040	Credo sia di importanza capitale che questa relazione intermedia serva a ristabilire la fiducia deə nostrə cittadinə nel modo in cui operano le Istituzioni dell'Unione europea.
1041	Anch'io desidero ringraziare lə relatorə e naturalmente lə signorə Commissariə e lə signorə Presidente per il buon lavoro svolto.
1042	Quellə sedicenti dirigenti sono incapaci di recepire una cinquantina di direttive, se non tramite decreti legge, ma ecco che accettano tranquillamente di ridurre di circa il 20 percento la rappresentanza francese al Parlamento europeo, pur avendo incaricato tale rappresentanza di difendere gli interessi francesi nell'ambito della codecisione.
1043	Di conseguenza moltə viaggiatorə e vacanzierə trarranno beneficio da questa iniziativa europea.
1044	Moltə collegə l'hanno già detto stamattina e io mi associo pienamente alle loro parole.
1045	Vorrei a mia volta congratularmi con ə relatorə, lə presidente della commissione per i bilanci, la Commissione, il Consiglio e la Presidenza per il lavoro svolto, per la stipula di questo accordo che ci consentirà di votare il bilancio del 2001.
1046	Purtroppo una maggioranza deə miə collegə non era d'accordo con me e pertanto non abbiamo potuto accettarla.
1047	Innanzi tutto i miei ringraziamenti a coloro che hanno svolto un ruolo nella preparazione del bilancio, lə Commissariə, il Consiglio e ə relatorə.
1048	Solo così i fondi a nostra disposizione per ə nostrə cittadinə saranno impegnati in modo corretto e ragionevole.
1049	A mio parere, e lo affermo in presenza di unə ex procuratorə generale d'Irlanda, la Commissione non ha ancora dimostrato sufficiente determinazione nel trattare il problema.
1050	Mi creda, sono davvero dispiaciutə, ma sono costrettə a toglierle la parola.
1051	Contrariamente a quanto hanno detto altrə oratorə, non credo che questa strategia sia stata finora un successo.
1052	Un membro del mio partito, unə militante radicale, giornalista, è statə assassinatə qualche settimana fa a Tbilisi, città chiaramente sotto il mandato delle forze russe.
1053	In questi giorni lə famosə leader russə dell'opposizione Grigorij Javlinskij ha fatto di nuovo i titoli dei giornali in Occidente.
1054	Qualcunə desidera intervenire contro la proposta?
1055	Da cristianə democraticə svedese, appoggio pienamente il modello della duplice strategia, un modello che prevede una critica ferma, coerente e costante contro ogni abuso, non da ultimo contro le violazioni dei diritti umani commesse in Russia, ma che comporta anche una stretta e intensa cooperazione con la Russia, il nostro grande vicino a Est.
1056	È invece importante il fatto che la maggioranza deə cittadinə russə abbia appoggiato tale scelta.
1057	Siamo molto preoccupatə del probabile destino di migliaia di profugə in Inguscezia e in Cecenia il prossimo inverno.
1058	Ancora due parole su un aspetto sollevato da alcunə oratorə durante la discussione: la questione della Georgia e dei visti.
1059	Abbiamo già espresso grossa preoccupazione sul modo in cui la Russia ha introdotto unilateralmente l'obbligo di visto per ə cittadinə georgianə in data 5 dicembre.
1060	Speriamo che, prima dell'entrata in vigore del pacchetto, ə cittadinə interessatə da queste norme siano ancora più numerosə.
1061	Vorrei ribadire quanto diceva lə Presidente poco fa.
1062	La trovo una domanda altamente pertinente, perché il destino deə profugə viene lasciato nelle mani di impiegatə di compagnie aeree e scali internazionali.
1063	Chiedo pertanto che ci si prenda cura di questə pescatorə e agricoltorə, perché sono innocentə e rischiano la rovina economica.
1064	Se i controlli non vengono effettuati e se non vi sono possibilità di controllare ə controllorə, l'intenzione di garantire la sicurezza deə cittadinə viene minata alla base.
1065	Così come ə croatə hanno il diritto di aderire all'UE, è altrettanto vero che il progetto europeo sarebbe incompleto se nel mosaico mancasse il tassello della Croazia o delle altre nazioni dell'ex Jugoslavia.
1066	Le Molucche contano ora migliaia di mortə e centinaia di migliaia di profugə.
1067	In questo momento ə 50.000 cittadinə delle Molucche nei Paesi Bassi temono un ulteriore peggioramento della situazione nel periodo di Natale.
1068	Come relatorə lo ritengo inaccettabile e chiedo allə Commissariə cosa possa fare l'Unione europea per aiutare il governo Wahid affinché si possano evitare ulteriori spargimenti di sangue.
1069	Anche ə leader Papua sono ancora prigionierə.
1070	A Timor milizie bloccano il ritorno deə profugə e ostacolano gli aiuti.
1071	Ə oltre centomila rifugiatə che si trovano a Timor Occidentale sono verə e propriə scudi umani per ə autorə morali e materiali dei crimini perpetrati a Timor Orientale.
1072	Personalmente, sono sicurə che l'OLAF stesso è interessato a fare in modo che la scelta deə dirigenti sia effettuata secondo criteri di trasparenza.
1073	Nessunə sa spiegarsi il perché di una simile scelta.
1074	Vi posso dire che lə presidente della commissione non ha posto alcun quesito in proposito alla Commissione.
1075	Nel mercato interno ə investitorə, siano privati, società o fondi pensione, dovrebbero essere in grado di esercitare i loro diritti di proprietariə a vantaggio delle società nelle quali investono e deə investitorə di queste ultime.
1076	Comunque vengano definite le regole, qualcunə ne sarà danneggiatə.
1077	La delegazione deə eurodeputatə laburistə, cui appartengo, non può quindi accettare le modifiche all'articolo 9 poiché consentirebbero agli organi di amministrazione delle società di impedire un'acquisizione di controllo senza l'approvazione deə dirigenti.
1078	Come ha detto unə deə oratorə che mi hanno precedutə, il fatto che le gallerie non siano in perdita e che il sistema delle borse di studio funzioni è importante per ə artistə più giovani.
1079	Nel mio paese ə artistə affermano di sentirsi costrettə ad accettare contro la loro volontà, e fanno riferimento alla Germania, dove di 42.000 artistə solo l'1 per cento ha percepito guadagni dal diritto di rivendita.
1080	Dobbiamo inoltre considerare che il Folgerecht, in realtà, non avvantaggia moltə artistə.
1081	Sono troppə, attualmente, ə imprenditorə esclusə dal mondo economico solo a causa di norme inadeguate in materia di insolvenza.
1082	Inoltre, come dimostra l'esperienza francese, ə maggiori beneficiariə sarebbero ə eredi di riccə pittorə decedutə e non ə pittorə poverə ancora in vita.
1083	In ogni modo, tutte le traduzioni saranno a disposizione deə deputatə in tempo per la votazione.
1084	Siamo riuscitə a trovare una maggioranza per rispondere alle questioni, alle sfide ed ai rischi fondamentali che si pongono per l'immagine dei vari paesi europei, per l'identità dei servizi pubblici e la coesione sociale.
1085	Sono anche lietə di constatare che ə nostrə amicə liberali dell'Europa continentale indicano la strada aə liberali britannicə.
1086	I conservatorə britannicə appoggiano lə Commissariə Bolkestein e noi intendiamo valutare, nel corso della discussione, e in seguito, durante il dibattito ed esaminando gli emendamenti, se votare contro l'ulteriore compromesso, per quanto io rispetti la relazione e la consideri una soluzione di compromesso che tiene conto di numerose difficoltà.
1087	Mi auguro che voi e ə vostrə amicə possiate unirvi aə laburistə nel sostenere le zone rurali della Gran Bretagna opponendovi ai piani della Commissione europea.
1088	Sono certə che con un'agricoltura biologica non avremmo avuto i problemi con cui ci scontriamo oggi.
1089	Consentitemi di citare tre attorə che operano in questo campo.
1090	In questa triste storia, ə agricoltorə sono statə in molti casi le vittime innocenti di circostanze al di fuori del loro controllo.
1091	Sono certə che con questa serie sistematica di norme uniformi stiamo gettando le basi necessarie a colmare le lacune della legislazione esistente e a migliorare la sicurezza degli alimenti nell'intera catena alimentare.
1092	Ringrazio anche ə presidenti dei gruppi politici del Parlamento, per aver accolto la richiesta presentata con tenacia e perfino con ostinazione daə deputatə delle regioni ultraperiferiche affinché la proposta di riforma del settore delle banane venisse sottoposta oggi all'esame dell'Assemblea.
1093	In conclusione vorrei dire che, più della qualità dei nostri alimenti, mi preoccupano le abitudini alimentari deə cittadinə.
1094	Anche artistə affermatə, che da tale diritto ricaverebbero dei vantaggi, per solidarietà si sono espressə ripetutamente in tal senso.
1095	Per di più ə artistə, sia quellə giovani sia quellə rinomatə, soffriranno se, a causa di un'eccessiva regolamentazione europea, il commercio internazionale si trasferirà al di fuori dei confini dell'Europa.
1096	Come in ogni relazione tra amicə è naturale che ci siano occasionali controversie, ma non dobbiamo perdere il senso delle proporzioni.
1097	Ə operatorə in ogni fase della catena produttiva saranno obbligatə ad introdurre sistemi e pratiche atte a garantire che gli alimenti ed i mangimi che producono siano sicuri.
1098	Intervengo in qualità di relatorə per parere della commissione per i trasporti sulla tassazione dei carburanti per aeromobili.
1099	Noi, ə liberali, condividiamo quindi le ambizioni della Commissione, ma fatichiamo enormemente a comprendere le proposte concrete che la Commissione ci ha presentato.
1100	Moltə si domandano infatti, signor Commissario, perché mai ə europeə siano sempre così sollecitə nel produrre nuove tasse e nuove regole.
1101	Credo che i diversi interventi deə deputatə del gruppo liberale evidenzino la complessità del problema.
1102	È difficile capire perché ə liberali vogliano abolire la tassazione del commercio elettronico ed applicarla ai carburanti per aeromobili.
1103	Appoggiamo la relazione e gli emendamenti deə Verdi, ma ci opponiamo del tutto agli emendamenti presentati dal PPE.
1104	Ə liberali ci dicono che ci vuole meno Stato possibile.
1105	Ritengo che le conclusioni a cui sono giuntə ə Ministrə costituiscano un passo nella giusta direzione.
1106	Ə studenti devono capire che esiste un legame tra nazismo, fascismo e sionismo.
1107	Sono certə che tuttə ə collegə saranno molto soddisfattə.
1108	Questo particolare argomento riveste grande interesse per ə coltivatorə britannicə di barbabietole da zucchero, come potete immaginare, perché al momento è praticamente l'unica coltura redditizia nel Regno Unito.
1109	Rappresento alcunə di tali agricoltorə e sono quindi molto preoccupatə.
1110	Commissariə Byrne, siamo molto soddisfattə.
1111	Come ha osservato l'onorevole Newton-Dunn, abbiamo diversə collegə nel Regno Unito che indulgono in allarmismi antieuropei piuttosto comuni seppure superficiali in merito a questa proposta, ə quali sono riuscitə a suscitare estrema preoccupazione tra numerosə coltivatorə di barbabietole da zucchero.
1112	Desidero ringraziare lə signorə Commissariə per aver tentato di rispondermi. Vorrei però ricordare che al momento ə studenti in Grecia si trovano di fronte ad una situazione ambigua: da un lato gli istituti di libero studio sostengono che, ai sensi della direttiva 89 / 48 / CEE, possono rilasciare titoli di studio riconoscibili qualora il corso di studi venga completato in Gran Bretagna, dall'altro le autorità greche e gli organi competenti si rifiutano di riconoscere simili diplomi rilasciati a seguito di studi completati in Gran Bretagna.
1113	Se poi unə studente di tale istituto, per esempio unə studente grecə, non ottiene il riconoscimento del diploma o della laurea in Grecia, temo che tale studente non abbia alternative, se non quella di rivolgersi alle autorità greche e dimostrare di aver conseguito una laurea francese o britannica en bonne et due forme, come recita l'espressione francese.
1114	Lə sovranə a tempo determinato potrebbe essere elettə tra ə deputatə finlandesi più meritevoli al Parlamento europeo!
1115	Tuttavia, sono certə di poter affermare che si terrà debitamente conto dei fatti menzionati dallə onorevole nell'ambito dell'analisi della proposta.
1116	La direttiva quadro mira a tutelare ə cittadinə europeə dall'inquinamento acustico.
1117	Anche nel mio paese si tratta di un tema molto scottante e anche nel mio paese ə cittadinə perdono il sonno a causa di tutto ciò.
1118	È nostro dovere intervenire in qualità di parlamentari europeə e di Istituzione europea.
1119	Lə relatorə ha lavorato molto e la Commissione, raccogliendo le sollecitazioni di alcunə collegə durante l'ultima legislatura, ha prodotto un'ottima iniziativa.
1120	Perciò suggerisco aə collegə di dare il loro appoggio sia alla relazione sia all'unico emendamento.
1121	A questa tarda ora e con un pezzetto di carota in gola, penso di non aver molto altro da comunicare aə collegə.
1122	Lo scorso fine settimana ho incontrato un gruppo di dietistə preoccupatə che la revoca dell'autorizzazione all'etilidrossietilcellulosa possa complicare la nutrizione nei soggetti affetti da allergia al glutine.
1123	Domando pertanto alla Commissione: dopo quella revoca, ə svedesi affettə da questa allergia quali possibilità hanno di reperire pane confezionato con quell'additivo? Intende la Commissione accelerare la consultazione in seno al comitato scientifico per l'alimentazione allo scopo di poter rivedere quella decisione?
1124	Sono lietə che tale questione sia finalmente giunta ad una conclusione e mi auguro che troveremo una soluzione nel minor tempo possibile.
1125	Le città stesse hanno già a disposizione una serie di strumenti che contribuiscono a migliorare l'ambiente in cui vivono ə loro abitanti.
1126	Ne deriva un'incertezza giuridica inaccettabile per ə nostrə concittadinə, ma anche per ə industriali che non sanno più quale sorte lə aspetti.
1127	Credo anche che si dia troppa importanza alla valutazione di espertə, tossicologə ed economistə.
1128	Per ə socialistə portoghesi, il Fondo di coesione è una colonna portante della politica di coesione economica e sociale che è stata avviata dall'Atto unico europeo e apprezzabilmente rafforzata dal Trattato di Maastricht.
1129	Dinanzi agli sforzi congiunti delle rappresentanze di vari governi in seno al Consiglio, soprattutto di quello portoghese, e deə deputatə di vari gruppi parlamentari, fra i quali è giusto evidenziare ə socialistə portoghesi, il dialogo tra Commissione, Consiglio e Parlamento ha permesso di reinserire la totalità delle dotazioni previste in prima lettura dal Consiglio per i pagamenti del Fondo di coesione. Ora il Parlamento europeo ha ratificato tale posizione.
1130	Forse ə francesi si sono rassegnatə, se corrisponde al vero una notizia pubblicata il 13 dicembre da un quotidiano tedesco secondo cui a Nizza, in seguito ad un vero e proprio mercanteggiamento, lə Presidente Chirac avrebbe promesso allə riottosə Primə ministrə belga (celebratə come lə verə eroə di Nizza) che in futuro Bruxelles ospiterà tutti gli incontri al vertice, nonché una sessione plenaria aggiuntiva del Parlamento europeo.
1131	Noi socialdemocraticə svedesi e danesi abbiamo oggi votato a favore del bilancio generale dell'Unione europea per il 2001.
1132	Noi socialdemocraticə scandinavə siamo riuscitə anche a far passare la proposta su un aumento degli aiuti alla cooperazione locale e regionale nell'area del Baltico, che adesso ammontano a 16 milioni di euro.
1133	Lo si è visto in modo ancora più chiaro quando ə democraticə cristianə e ə socialdemocraticə hanno stretto un accordo segreto su un compromesso, che avrebbero difeso entrambə, fra i servizi da liberalizzare e quelli da non liberalizzare.
1134	Se il compromesso fra socialdemocraticə e democraticə cristianə fosse stato fin dall'inizio al centro del dibattito, non avrebbe avuto il mio appoggio, poiché gli svantaggi di ciascuna operazione di liberalizzazione sono superiori ai vantaggi.
1135	Ə socialdemocraticə danesi oggi hanno votato contro la proposta relativa all'organizzazione comune dei mercati nel settore della banana.
1136	Accolgo con favore la relazione presentata dallə collega, onorevole Neena Gill.
1137	E già che ci sei, chiedi di fare una riduzione del biglietto aereo per ə pensionatə anzianə che viaggiano.
1138	E, comunque sia, è ovvio che ə cittadinə debbano esserne pienamente informatə.
1139	L'estensione dell'Unione, almeno in una prima fase, ad oltre 100 milioni di nuovə cittadinə imprimerà nuovo slancio allo sviluppo ed all'integrazione dell'economia europea nel suo complesso.
1140	Per questo motivo, al pari di diversə collegə, non mi sembra sensato fissare scadenze.
1141	Aə compatriotə socialistə spagnolə mi permetto di consigliare umilmente che si facciano guidare dall'interesse generale.
1142	Anch'io vorrei esprimere la mia più profonda solidarietà aə nostrə collegə spagnolə per l'ennesimo assassinio commesso daə terroristə dell'ETA.
1143	Assieme aə miə collegə voglio porgere le nostre più sincere condoglianze alla famiglia della vittima dell'assurdo attentato terroristico perpetrato in Spagna dall'ETA.
1144	Sono unə deə sei deputatə del Parlamento europeo che hanno ricevuto l'incarico di rappresentare Gibilterra fino alle elezioni dirette che si terranno fra quattro anni; in tale veste è toccata anche a me la responsabilità di fungere da collegamento tra le autorità di Gibilterra e il Ministero della difesa di Londra, nel tentativo di stabilire la verità sulla questione delle riparazioni al sommergibile nucleare HMS Tireless.
1145	Nel 1980 l'ACNUR prestava assistenza a 5 milioni di profugə.
1146	Le difficoltà per l'ACNUR risiedono nel continuo calo delle risorse a disposizione di questa organizzazione per coordinare gli aiuti, mentre il numero deə rifugiatə aumenta.
1147	Il nostro augurio è che, dopo questo Natale, possano arrivare tempi migliori per quellə milioni di profugə e per coloro che lə assistono.
1148	Attualmente l'ACNUR sta aiutando 5 milioni di sfollatə e circa 11,5 milioni di profugə.
1149	L'Altə Commissariə si è sempre preoccupatə della protezione e del benessere deə rifugiatə e delle popolazioni sfollate.
1150	Noi chiediamo la rapida scarcerazione deə prigionierə politicə e l'avvio di un'inchiesta obiettiva sulla sorte deə dispersə.
1151	Ə prigionierə politicə in Serbia devono pertanto essere rilasciatə.
1152	Nel fare una valutazione sobria della situazione iugoslava non si può non constatare che ə criminali continuano a circolare a piede libero esattamente come prima, mentre le loro vittime languono in prigione.
1153	A mio parere occorre liberare senza indugio ə prigionierə politicə e non da ultimo le centinaia di albanesi che si trovano in quella situazione.
1154	Ə lavoratorə francesi non hanno avuto più possibilità di esprimersi sulla Carta dei diritti fondamentali di quante ne siano state concesse ai popoli della Lituania a proposito della loro adesione.
1155	Infine, alcunə prigionierə politicə stanno facendo in carcere uno sciopero della fame che, in alcuni casi, dura già da due mesi.
